customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15634602,619,France,Female,42,2,0.0,1,1,1,101348.88,1
15647311,605,Spain,Female,37,1,156122.53994285548,1,0,1,85071.10636810343,1
15619304,546,France,Female,41,8,152515.23936880904,2,1,0,143952.44374334515,0
15701354,698,France,Female,39,0,0.0,2,0,0,85145.98553442622,0
15737888,813,Spain,Female,38,1,135243.22450452542,1,1,1,69045.00793492174,0
15574012,719,Spain,Male,44,8,129168.88253197788,2,1,0,158868.94799017953,0
15592531,782,France,Male,48,7,0.0,2,1,1,24041.703076045727,0
15656148,450,Germany,Female,33,7,116400.01711208036,3,1,0,94685.9822664263,0
15792365,530,France,Male,44,4,145711.90808420972,2,0,1,65339.566132450316,0
15592389,700,France,Male,30,2,120760.49554975177,1,1,1,61648.58809108002,0
15767821,528,France,Male,31,6,102016.72,2,0,0,80181.12,0
15737173,508,Spain,Male,28,3,0.0,2,1,0,71471.44413643042,0
15632264,476,France,Female,34,10,0.0,2,1,0,26260.98,0
15691483,549,France,Female,25,5,0.0,2,0,0,190857.79,0
15600882,635,Spain,Female,35,7,0.0,2,1,1,65951.65,0
15643966,600,Germany,Male,44,2,142639.5402070433,2,0,1,36213.5178532026,0
15737452,639,Germany,Male,54,3,119617.93462640757,1,1,0,16541.599803244448,0
15788218,491,Spain,Female,27,9,0.0,2,1,1,52892.66978732952,0
15661507,606,Spain,Male,44,5,0.0,1,0,0,190936.41534435225,0
15568982,723,France,Female,28,5,0.0,2,1,1,22412.355667070035,0
15577657,732,France,Male,41,8,0.0,2,1,1,170886.17,0
15597945,636,Spain,Female,32,8,0.0,2,1,0,138555.46,0
15699309,527,Spain,Female,31,4,0.0,1,1,0,117690.91188558447,0
15725737,694,France,Male,40,3,0.0,2,0,1,7512.792849974721,0
15625047,846,France,Female,38,5,0.0,1,1,1,187616.16,0
15738191,622,France,Male,30,2,0.0,2,0,1,79537.10304790671,0
15736816,756,Germany,Male,36,2,136815.64,1,1,1,170041.95,0
15700772,571,France,Male,44,9,0.0,2,0,0,38433.35,0
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100187.43,0
15656300,432,France,Male,28,0,62818.247365753086,2,1,1,88501.76131509055,0
15589475,607,Spain,Female,37,3,0.0,3,1,0,142880.37408932732,0
