customer_id,credit_score,country,gender,age,tenure,balance,products_number,credit_card,active_member,estimated_salary,churn
15634602,619,France,Female,42,2,0.0,1,1,1,101377.96704062697,1
15647311,608,Spain,Female,41,1,83807.86,1,0,1,112697.72013923484,0
15619304,502,France,Female,42,8,159660.8,3,1,0,113677.53562941958,1
15701354,699,France,Female,39,1,0.0,2,0,0,93778.17775683518,0
15737888,850,Spain,Female,43,2,125510.82,1,1,1,79227.16706473732,0
15574012,645,Spain,Male,44,8,113755.78,2,1,0,149768.029041632,1
15592531,822,France,Male,50,7,0.0,2,1,1,10315.982544957209,0
15656148,376,Germany,Female,29,4,115046.74,4,1,0,119074.96076580859,1
15792365,501,France,Male,44,4,142051.07,2,0,1,74677.69875780189,0
15592389,684,France,Male,27,2,134603.88,1,1,1,71858.5363113477,0
15767821,528,France,Male,31,6,102016.72,2,0,0,80361.81882926836,0
15737173,497,Spain,Male,24,3,0.0,2,1,0,76356.66548892831,0
15632264,476,France,Female,34,10,0.0,2,1,0,26419.220670811508,0
15691483,549,France,Female,25,5,0.0,2,0,0,190986.37246539653,0
15600882,635,Spain,Female,35,7,0.0,2,1,1,65857.29295853662,0
15643966,616,Germany,Male,45,3,143129.41,2,0,1,64205.29615713014,0
15737452,653,Germany,Male,58,1,132602.88,1,1,0,5130.406488792901,1
15788218,549,Spain,Female,24,9,0.0,2,1,1,14645.539995552572,0
15661507,587,Spain,Male,45,6,0.0,1,0,0,158483.62882398127,0
15568982,726,France,Female,24,6,0.0,2,1,1,54746.01734865138,0
15577657,732,France,Male,41,8,0.0,2,1,1,170767.77223689327,0
15597945,636,Spain,Female,32,8,0.0,2,1,0,138627.57716177448,0
15699309,510,Spain,Female,38,4,0.0,1,1,0,118912.02913125583,1
15725737,669,France,Male,46,3,0.0,2,0,1,8491.2092673109,0
15625047,846,France,Female,38,5,0.0,1,1,1,187831.59500144052,0
15738191,577,France,Male,25,3,0.0,2,0,1,124415.24329143224,0
15736816,756,Germany,Male,36,2,136815.64,1,1,1,169991.54994790975,0
15700772,571,France,Male,44,9,0.0,2,0,0,38158.74348685421,0
15728693,574,Germany,Female,43,3,141349.43,1,1,1,100064.29672646671,0
15656300,411,France,Male,29,0,59697.17,2,1,1,53632.76663580808,0
15589475,591,Spain,Female,39,3,0.0,3,1,0,140524.698577518,1
15706552,533,France,Male,36,7,85311.7,1,0,1,156791.38520570236,0
15750181,553,Germany,Male,41,9,110112.54,2,0,0,81993.87977637525,0
15659428,520,Spain,Female,42,6,0.0,2,1,1,34846.92713953493,0
15732963,722,Spain,Female,29,9,0.0,2,1,1,141904.02996858844,0
15794171,475,France,Female,45,0,134264.04,1,1,0,27641.345055504218,1
15788448,490,Spain,Male,31,3,145260.23,1,0,1,113871.56003596897,0
15729599,804,Spain,Male,33,7,76548.6,1,0,1,98337.10905892526,0
15717426,850,France,Male,36,7,0.0,1,1,1,40644.78380762263,0
15585768,582,Germany,Male,41,6,70349.48,2,0,1,178016.59606940288,0
15619360,472,Spain,Male,40,4,0.0,1,1,0,70370.36056347072,0
15738148,465,France,Female,51,8,122522.32,1,0,0,181563.3119776989,1
15687946,556,France,Female,61,2,117419.35,1,1,1,94240.84640273682,0
15755196,834,France,Female,49,2,131394.56,1,0,0,194735.2279046394,1
